,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,transcript_id,gene_id,gene_name,transcript_name,CP209,GZ209,CP334,GZ334,CP336,GZ336
10346,9.57109313730459,-0.170862525999159,0.849653745501591,-0.201096654847664,0.840622997612465,0.942960980215328,ENST00000309324.9,ENSG00000174917.9,MICOS13,MICOS13-201,10,0,10,14,14,17
10347,29.0013352412442,0.110667265070305,0.550085096750045,0.201182082052645,0.84055620150991,0.942960980215328,ENST00000396161.10,ENSG00000213762.12,ZNF134,ZNF134-201,42,26,39,27,14,26
10348,12.987621804771,-0.179428605809499,0.893433124612433,-0.200830482849328,0.840831126632623,0.942969194488944,ENST00000674728.1,ENSG00000076685.19,NT5C2,NT5C2-216,30,16,7,4,9,6
10349,22.8268175677504,0.150166986339562,0.751259583691324,0.199886949330768,0.841568997397658,0.942987444147066,ENST00000468254.5,ENSG00000143702.16,CEP170,CEP170-211,25,31,32,9,15,11
10350,73.6807982178277,0.0988462663491511,0.494257254706438,0.199989510336799,0.841488784942713,0.942987444147066,ENST00000244230.7,ENSG00000124383.10,MPHOSPH10,MPHOSPH10-201,87,19,79,79,73,145
10351,14.501944450454,-0.131742121998999,0.658242878470173,-0.200142115179707,0.841369436496255,0.942987444147066,ENST00000556601.5,ENSG00000243943.10,ZNF512,ZNF512-208,21,12,9,16,19,9
10352,68.4444697501927,0.105855566208434,0.529293267331786,0.199994167207268,0.841485142866422,0.942987444147066,ENST00000296805.8,ENSG00000164347.18,GFM2,GFM2-201,119,68,60,70,45,41
10353,174.686994537461,-0.106158505886909,0.531125737732975,-0.199874527527191,0.841578712540384,0.942987444147066,ENST00000375094.4,ENSG00000204308.8,RNF5,RNF5-203,113,42,187,360,282,170
10354,12.2041616371761,-0.139816758526586,0.69757470731048,-0.200432666295562,0.841142213784959,0.942987444147066,ENST00000334743.9,ENSG00000078304.20,PPP2R5C,PPP2R5C-202,22,11,14,10,7,9
10355,10.031068559524,-0.13418097852544,0.669815748503117,-0.200325207081653,0.841226249690786,0.942987444147066,ENST00000262139.10,ENSG00000070540.13,WIPI1,WIPI1-201,10,6,15,14,10,8
10356,21.4429871383252,0.114033137745492,0.569495311255385,0.200235428618578,0.841296460175768,0.942987444147066,ENST00000253099.11,ENSG00000105364.14,MRPL4,MRPL4-201,21,5,22,41,26,28
10357,11.5235423220715,-0.135037710357051,0.675599178604386,-0.199878440699119,0.841575652030219,0.942987444147066,ENST00000455282.1,ENSG00000171291.9,ZNF439,ZNF439-203,11,3,12,16,17,16
10358,43.7615535433883,0.0949033585771251,0.475346348137692,0.199650968076092,0.841753563411711,0.943092305791939,ENST00000509876.5,ENSG00000118482.12,PHF3,PHF3-210,73,35,39,42,31,45
10359,24.021254778949,0.108706131447994,0.5483021390452,0.198259542881399,0.842842003451304,0.943430662006116,ENST00000377674.9,ENSG00000204859.13,ZBTB48,ZBTB48-202,19,9,24,47,33,24
10360,5.8993656806572,-0.188894379391213,0.955579532245146,-0.197675204435788,0.843299190881389,0.943430662006116,ENST00000677350.1,ENSG00000158864.13,NDUFS2,NDUFS2-237,6,0,11,9,5,10
10361,22.5185350656511,-0.101110027332342,0.509442192706678,-0.198472032312719,0.842675764469102,0.943430662006116,ENST00000382753.5,ENSG00000132406.12,TMEM128,TMEM128-202,30,9,21,37,27,22
10362,48.334275878825,-0.0872657048208592,0.439664137325121,-0.198482653945296,0.842667454924966,0.943430662006116,ENST00000461019.5,ENSG00000204934.10,ATP6V0E2-AS1,ATP6V0E2-AS1-201,57,37,71,43,39,46
10363,302.438981115139,-0.107992637884746,0.545138903261298,-0.198101139431949,0.84296593336312,0.943430662006116,ENST00000318607.10,ENSG00000070756.17,PABPC1,PABPC1-201,469,66,310,217,281,640
10364,121.616244507719,0.0698986555545363,0.354117281677261,0.197388433638325,0.84352358018724,0.943430662006116,ENST00000379238.7,ENSG00000137073.24,UBAP2,UBAP2-204,155,50,133,154,112,180
10365,182.344254849318,-0.0610390262483009,0.308851655751545,-0.197632180730168,0.84333285479374,0.943430662006116,ENST00000446961.4,ENSG00000172731.15,LRRC20,LRRC20-207,272,93,193,233,164,207
10366,100.648817834081,-0.0711036262407886,0.357616113367143,-0.198826684769069,0.842398321284447,0.943430662006116,ENST00000227525.8,ENSG00000110108.10,TMEM109,TMEM109-201,107,46,110,160,124,97
10367,333.69228850502,0.0619148065499553,0.313643079582928,0.197405301058412,0.843510381599408,0.943430662006116,ENST00000262061.7,ENSG00000111481.10,COPZ1,COPZ1-201,324,156,382,537,375,362
10368,17.2369661641287,-0.148484153900013,0.753807439087116,-0.196978891691268,0.843844056150235,0.943430662006116,ENST00000490716.5,ENSG00000102710.21,SUPT20H,SUPT20H-220,33,20,13,10,14,7
10369,27.4605727846607,-0.0962427953839919,0.488363914980827,-0.197071881094594,0.843771287539609,0.943430662006116,ENST00000216489.8,ENSG00000100601.10,ALKBH1,ALKBH1-201,29,13,26,31,38,35
10370,49.8602640163763,-0.0745060643731176,0.376100723941018,-0.198101358573301,0.842965761911083,0.943430662006116,ENST00000357481.6,ENSG00000100813.15,ACIN1,ACIN1-203,60,28,55,66,55,49
10371,148.762287687835,0.0809447640489981,0.4102814918025,0.197290800746048,0.843599977814005,0.943430662006116,ENST00000256544.8,ENSG00000134152.11,KATNBL1,KATNBL1-201,179,120,209,124,103,161
10372,14.663245918268,0.124770811088499,0.62953034994145,0.198196657397223,0.842891202624491,0.943430662006116,ENST00000268154.9,ENSG00000140548.10,ZNF710,ZNF710-201,25,7,18,22,6,18
10373,162.945346166381,-0.0642337819302549,0.324191925154813,-0.198135045774447,0.842939405772437,0.943430662006116,ENST00000268206.12,ENSG00000140598.16,EFL1,EFL1-201,230,81,203,254,133,151
10374,33.8587762847644,-0.106493157618883,0.538311071307293,-0.197828287945599,0.843179412961798,0.943430662006116,ENST00000290650.9,ENSG00000159459.12,UBR1,UBR1-201,58,27,44,26,18,33
10375,7.84328532053818,0.172856696172803,0.876754782368817,0.197155122103559,0.843706148640233,0.943430662006116,ENST00000329478.4,ENSG00000213638.6,ADAT3,ADAT3-201,2,4,11,17,11,5
10376,42.08848720174,0.0985213160283973,0.496382188898069,0.198478749302241,0.842670509613776,0.943430662006116,ENST00000591090.5,ENSG00000198356.12,GET3,GET3-203,48,10,40,68,48,65
10377,50.0168750174032,-0.128391443734817,0.645581645506408,-0.198877159269458,0.842358836876053,0.943430662006116,ENST00000343484.10,ENSG00000171703.17,TCEA2,TCEA2-202,24,8,54,95,89,61
10378,57.0800551078518,0.113518001427089,0.575745002226593,0.197167150367052,0.843696736206413,0.943430662006116,ENST00000374450.8,ENSG00000242372.9,EIF6,EIF6-203,37,10,63,114,79,79
10379,4.91729489987069,0.263357413142007,1.33363760306058,0.197472996065516,0.843457411374294,0.943430662006116,ENST00000460638.1,ENSG00000100129.18,EIF3L,EIF3L-209,0,0,4,5,10,13
10380,53.2932495733955,-0.0822746987066474,0.417307705939358,-0.197155953594117,0.843705497976195,0.943430662006116,ENST00000313871.9,ENSG00000197976.12,AKAP17A,AKAP17A-201,46,24,80,62,57,70
10381,29.7875159047592,-0.0980021161775897,0.498488493651662,-0.196598552274854,0.844141703619195,0.943672523889872,ENST00000451834.5,ENSG00000080802.20,CNOT4,CNOT4-206,47,21,40,37,18,23
10382,11.1231780649373,0.130993940217528,0.666727127708018,0.196473091874694,0.844239891780808,0.943691383559649,ENST00000475042.5,ENSG00000114626.18,ABTB1,ABTB1-208,12,5,8,19,15,12
10383,27.7828688671755,0.103980679695775,0.530321418346545,0.196071054455937,0.844554551702925,0.943952188434214,ENST00000355815.8,ENSG00000072310.18,SREBF1,SREBF1-202,49,14,30,49,14,26
10384,4.02896768264651,-0.739608879849348,3.77679535125475,-0.195829747461331,0.844743425740421,0.944050213430351,ENST00000236192.12,ENSG00000117533.15,VAMP4,VAMP4-201,0,0,18,12,0,0
10385,20.441070918119,-0.120831047076712,0.617596553793532,-0.19564721715903,0.844886300447017,0.944050213430351,ENST00000025008.10,ENSG00000023287.13,RB1CC1,RB1CC1-201,36,16,28,15,9,21
10386,796.462868074607,-0.0554094212541646,0.283150870434306,-0.195688684160412,0.844853841905241,0.944050213430351,ENST00000305218.9,ENSG00000168439.17,STIP1,STIP1-201,886,353,1019,1056,810,983
10387,47.970873042133,-0.110396611527937,0.565031426021541,-0.19538136543175,0.845094403720289,0.944100939081051,ENST00000296933.10,ENSG00000072803.18,FBXW11,FBXW11-202,72,48,62,26,34,36
10388,31.5491949134643,0.0952100994191714,0.487063376952471,0.19547784523422,0.845018880061602,0.944100939081051,ENST00000371706.8,ENSG00000148396.19,SEC16A,SEC16A-205,43,22,32,25,27,43
10389,17.3083151797511,0.116740906881428,0.600016879948427,0.194562704455018,0.845735302557124,0.944116829198117,ENST00000367806.8,ENSG00000117477.13,CCDC181,CCDC181-202,26,5,17,21,14,31
10390,15.4722892261309,-0.119682722425102,0.615234597825372,-0.194531846629134,0.845759461985664,0.944116829198117,ENST00000359175.9,ENSG00000196542.9,SPTSSB,SPTSSB-201,31,7,11,20,13,18
10391,168.010533974587,-0.0932167190485611,0.47846089964768,-0.194826200254195,0.845529010461345,0.944116829198117,ENST00000296666.13,ENSG00000164244.21,PRRC1,PRRC1-201,294,153,159,156,135,101
10392,344.181459082815,0.0955728994885968,0.489609141407347,0.195202440897813,0.845234468258159,0.944116829198117,ENST00000296930.10,ENSG00000181163.14,NPM1,NPM1-201,238,84,389,715,456,408
10393,15.5875324745569,-0.11602312278301,0.595517616707326,-0.194827356115027,0.845528105555803,0.944116829198117,ENST00000560107.6,ENSG00000137821.12,LRRC49,LRRC49-221,21,7,19,30,15,10
10394,11.0061698276777,0.139849139204812,0.718539640957393,0.19462967835494,0.845682867374066,0.944116829198117,ENST00000319380.12,ENSG00000175931.13,UBE2O,UBE2O-201,9,11,15,7,10,11
10395,47.5509690100712,0.0886148886152396,0.454621631067013,0.194920088617995,0.845455507379652,0.944116829198117,ENST00000556440.7,ENSG00000258890.8,CEP95,CEP95-202,51,20,36,65,64,66
10396,6.59467054837296,-0.290041944862789,1.48843655296697,-0.194863492356886,0.845499815154544,0.944116829198117,ENST00000439785.5,ENSG00000168661.15,ZNF30,ZNF30-202,3,0,1,0,18,19
10397,55.8995245992521,-0.0802313399429974,0.412790664970655,-0.19436326145772,0.845891454447149,0.944173350856898,ENST00000221138.9,ENSG00000104695.13,PPP2CB,PPP2CB-201,89,37,48,67,55,50
10398,19.8918582922038,0.114773716593694,0.591217584276552,0.194131094280861,0.84607323502876,0.944285429169913,ENST00000497136.6,ENSG00000120008.16,WDR11,WDR11-205,34,17,21,23,10,16
10399,41.2659169231866,-0.0881047452298518,0.454194185943839,-0.193980345756222,0.846191271408987,0.944326349139464,ENST00000394780.8,ENSG00000101901.12,ALG13,ALG13-203,60,32,46,35,36,40
10400,29.8986971124264,0.140873999314582,0.726868960260924,0.193809348061874,0.846325167105607,0.944384958101978,ENST00000227507.3,ENSG00000110092.4,CCND1,CCND1-201,58,33,34,16,7,25
10401,7.65650700783012,-0.149599453813577,0.775739643101109,-0.192847503855206,0.847078399014504,0.945134585190205,ENST00000531346.1,ENSG00000181264.9,TLCD5,TLCD5-205,10,6,12,9,5,5
10402,77.5346504015136,-0.0710226874132557,0.369692715616215,-0.192112758551039,0.847653881180781,0.945685761498074,ENST00000360652.7,ENSG00000132635.17,PCED1A,PCED1A-202,88,36,75,108,99,86
10403,11.6041673761835,-0.123302447602892,0.642741656911799,-0.191838270130688,0.847868892445506,0.945743800156679,ENST00000571832.5,ENSG00000187531.14,SIRT7,SIRT7-206,14,5,10,17,16,12
10404,179.511624711531,-0.0966170255412315,0.503508394792697,-0.191887616056551,0.847830238140264,0.945743800156679,ENST00000457828.6,ENSG00000160285.15,LSS,LSS-205,355,123,192,286,96,89
10405,6.76204276181378,-0.160439976593649,0.837443478689798,-0.191583050887997,0.848068820006735,0.945875891992134,ENST00000680764.1,ENSG00000177646.20,ACAD9,ACAD9-222,12,3,10,12,3,5
10406,38.4547286207396,-0.126680958487256,0.661912362144726,-0.191386300864339,0.848222952019784,0.945956886237708,ENST00000645566.1,ENSG00000147044.23,CASK,CASK-224,66,44,46,19,24,19
10407,8.29710560552522,0.159769321279506,0.836279454963774,0.191047765589825,0.848488170770825,0.945979942530062,ENST00000374561.6,ENSG00000117318.9,ID3,ID3-201,6,1,14,11,7,17
10408,331.287369355269,0.233717142266376,1.22248295548409,0.191182332005461,0.848382745323845,0.945979942530062,ENST00000302313.10,ENSG00000114742.14,WDR48,WDR48-201,812,455,181,90,85,189
10409,14.9019281722182,-0.126508336762757,0.662147934076602,-0.19105751185221,0.848480535014771,0.945979942530062,ENST00000359920.11,ENSG00000104880.19,ARHGEF18,ARHGEF18-202,32,9,16,16,6,16
10410,8.79446701814816,0.141286049303928,0.7410176186771,0.190664898840271,0.848788140806309,0.94622347493345,ENST00000592339.5,ENSG00000170832.13,USP32,USP32-214,15,5,10,15,4,8
10411,153.172835394956,0.102213010740195,0.536396963183579,0.19055479011952,0.848874413301749,0.946228754813832,ENST00000369541.4,ENSG00000116752.6,BCAS2,BCAS2-201,89,36,151,260,234,232
10412,41.3226788387378,-0.11866861605786,0.623156843141251,-0.190431377531966,0.848971111807666,0.946245654295809,ENST00000283195.11,ENSG00000153201.16,RANBP2,RANBP2-201,72,44,48,34,26,16
10413,45.7826399655975,-0.0715772396568172,0.378825823258216,-0.188944985432074,0.850135935256711,0.946320156525255,ENST00000263694.9,ENSG00000060688.13,SNRNP40,SNRNP40-201,55,24,55,61,47,48
10414,13.204334531087,0.111927873031025,0.592847369675213,0.188797115001696,0.850251833075403,0.946320156525255,ENST00000344548.8,ENSG00000070831.18,CDC42,CDC42-202,18,6,13,19,12,17
10415,546.263507962084,0.052138681374954,0.275846329483292,0.189013504267462,0.850082232692754,0.946320156525255,ENST00000644510.2,ENSG00000136631.15,VPS45,VPS45-216,570,279,701,818,525,591
10416,228.240360836259,0.0567130494193183,0.300884364599622,0.188487858100519,0.850494232765696,0.946320156525255,ENST00000272065.10,ENSG00000143727.16,ACP1,ACP1-201,229,140,295,319,223,221
10417,14.1459350731941,-0.115267394116855,0.609903114008098,-0.188992958831366,0.850098335383177,0.946320156525255,ENST00000493344.6,ENSG00000115211.17,EIF2B4,EIF2B4-210,12,8,23,13,14,18
10418,40.8909894595115,0.0779127945851407,0.412785911759709,0.188748676651773,0.850289798766952,0.946320156525255,ENST00000273320.7,ENSG00000196345.13,ZKSCAN7,ZKSCAN7-201,43,26,41,57,47,39
10419,11.1770418706741,-0.124669261595838,0.657018941975886,-0.189749874213541,0.849505136739181,0.946320156525255,ENST00000296456.10,ENSG00000164062.13,APEH,APEH-201,10,7,19,15,10,9
10420,12.0902710422586,0.126316928034896,0.670581882154417,0.188369133429419,0.850587294503657,0.946320156525255,ENST00000398755.8,ENSG00000041880.15,PARP3,PARP3-201,9,5,12,24,17,11
10421,79.9020011121035,0.130942733628384,0.69397351595772,0.188685491041652,0.850339323795331,0.946320156525255,ENST00000307471.8,ENSG00000169193.12,CCDC126,CCDC126-201,118,99,125,42,23,43
10422,29.8959782499154,-0.106704257504311,0.566267797424933,-0.188434267301693,0.850536239386784,0.946320156525255,ENST00000431504.1,ENSG00000146757.14,ZNF92,ZNF92-203,20,14,61,27,24,44
10423,7.96929676911901,-0.143281960254957,0.754138834344535,-0.18999414130356,0.849313721477461,0.946320156525255,ENST00000368891.9,ENSG00000119965.13,C10orf88,C10orf88-201,7,5,14,11,7,6
10424,10.3454991677109,0.137045271961644,0.723977845254546,0.189294842183271,0.84986173758937,0.946320156525255,ENST00000466548.5,ENSG00000139737.22,SLAIN1,SLAIN1-213,13,11,10,8,9,8
10425,24.5495916089063,0.097567204023334,0.517169572285007,0.188656118325472,0.850362346399734,0.946320156525255,ENST00000261789.9,ENSG00000100926.15,TM9SF1,TM9SF1-201,40,13,29,38,13,26
10426,7041.57008419453,0.0720894079538837,0.380865725019752,0.1892777512341,0.849875132074054,0.946320156525255,ENST00000573283.7,ENSG00000184009.13,ACTG1,ACTG1-205,6361,2558,6917,9982,9117,10312
10427,23.0574130462072,0.139426588240575,0.736850364878347,0.189219677272731,0.849920646007264,0.946320156525255,ENST00000312547.7,ENSG00000130724.10,CHMP2A,CHMP2A-201,10,2,30,45,32,37
10428,177.600662615208,-0.0763688312416069,0.40388713562883,-0.189084584540443,0.850026523302426,0.946320156525255,ENST00000392335.6,ENSG00000105676.14,ARMC6,ARMC6-202,160,59,196,295,241,204
10429,93.1344616455052,-0.0750221786016837,0.395527049022733,-0.189676480501266,0.849562652060522,0.946320156525255,ENST00000588161.5,ENSG00000126254.12,RBM42,RBM42-203,83,35,117,154,116,99
10430,14.1206598913317,0.123936336278285,0.654372418739071,0.189397249531241,0.849781480014221,0.946320156525255,ENST00000487909.5,ENSG00000159256.13,MORC3,MORC3-205,15,14,16,9,13,14
10431,14.474932616606,0.13401619233008,0.709487947525639,0.188891429089762,0.85017791124846,0.946320156525255,ENST00000354842.5,ENSG00000196440.12,ARMCX4,ARMCX4-201,23,2,15,18,10,30
10432,17.83884233109,0.102542147552913,0.545904721516877,0.187838909449224,0.851002933296243,0.946691817571214,ENST00000449246.5,ENSG00000182606.17,TRAK1,TRAK1-206,26,10,17,19,15,25
10433,54.8823426067995,0.0850644812018029,0.453382357389069,0.187621948263869,0.851173019562466,0.946790270490024,ENST00000269392.8,ENSG00000141577.14,CEP131,CEP131-201,57,17,83,80,42,84
10434,11.810616345743,0.175952545634335,0.938378986340539,0.187506911594973,0.851263205127073,0.946799836639801,ENST00000582008.6,ENSG00000263753.9,LINC00667,LINC00667-205,5,7,32,27,2,5
10435,36.2600125475547,-0.0988912679367506,0.527759473050496,-0.187379427535711,0.851363151373644,0.946820256031734,ENST00000380122.10,ENSG00000086712.13,TXLNG,TXLNG-201,59,21,55,32,16,47
10436,9.87320050317603,0.128509837329099,0.687726286597672,0.186861895253218,0.851768916088051,0.947180746569743,ENST00000263433.8,ENSG00000125503.13,PPP1R12C,PPP1R12C-201,11,5,7,14,13,12
10437,12.1367218496024,-0.155647916573374,0.835028314330985,-0.186398369854174,0.85213237069716,0.947224811649477,ENST00000311085.8,ENSG00000172869.15,DMXL1,DMXL1-201,32,11,7,14,5,5
10438,104.609182843065,-0.0672009908641488,0.360082416115061,-0.1866266939363,0.85195333571541,0.947224811649477,ENST00000216044.10,ENSG00000100226.16,GTPBP1,GTPBP1-201,140,39,107,163,112,121
10439,132.209858118159,-0.0766505303995071,0.410870915538309,-0.186556233358797,0.852008584913665,0.947224811649477,ENST00000622694.5,ENSG00000015475.19,BID,BID-211,183,100,197,125,84,121
10440,584.084007032444,-0.0536566822898811,0.28786549428991,-0.186394977356485,0.852135030902244,0.947224811649477,ENST00000370377.8,ENSG00000102181.21,CD99L2,CD99L2-203,867,291,599,768,540,664
10441,1108.11204278444,-0.0596005375045013,0.320344011760649,-0.18605166732142,0.852404243935386,0.947246280161496,ENST00000417647.7,ENSG00000113141.19,IK,IK-201,1001,479,1482,1667,1263,1226
10442,7.61963878650985,-0.144086300066903,0.774226363992666,-0.186103582579975,0.852363532502792,0.947246280161496,ENST00000695662.1,ENSG00000102977.18,ACD,ACD-223,7,4,13,13,7,5
10443,22.7920199806264,0.125928036733618,0.676292449970725,0.186203522956776,0.852285161354706,0.947246280161496,ENST00000395633.5,ENSG00000099624.8,ATP5F1D,ATP5F1D-202,17,3,19,36,35,41
10444,245.299996268142,-0.0809809110768122,0.435488960061145,-0.185953993105685,0.85248084015568,0.947246280161496,ENST00000216190.13,ENSG00000100353.18,EIF3D,EIF3D-201,229,63,282,438,318,293
10445,219.672470085403,-0.0743537104903308,0.401011647704183,-0.185415338721482,0.852903278449777,0.947443528899173,ENST00000265806.12,ENSG00000104679.12,R3HCC1,R3HCC1-201,196,90,228,393,310,197
10446,8.93662528126559,-0.128148990716746,0.691139648837876,-0.185416928304176,0.852902031761569,0.947443528899173,ENST00000355904.9,ENSG00000197265.9,GTF2E2,GTF2E2-201,12,5,9,11,10,9
10447,26.6054895228236,0.090555104094706,0.488338027969642,0.185435290532679,0.852887630540747,0.947443528899173,ENST00000395066.9,ENSG00000179335.20,CLK3,CLK3-202,37,12,24,49,26,25
10448,59.0405627896917,0.0809837589455002,0.438745837785374,0.184580118991615,0.853558380731808,0.947613107698688,ENST00000361720.10,ENSG00000198746.13,GPATCH3,GPATCH3-201,43,27,63,91,81,69
10449,15.5667423308372,0.107493218476153,0.581990930795195,0.184699129811665,0.853465028743888,0.947613107698688,ENST00000643252.1,ENSG00000126091.21,ST3GAL3,ST3GAL3-246,17,9,12,18,20,20
10450,93.2644631253842,-0.0731875039341888,0.396193358694058,-0.184726730845341,0.853443378809192,0.947613107698688,ENST00000303236.9,ENSG00000172071.15,EIF2AK3,EIF2AK3-201,145,42,129,121,56,114
10451,18.7929862575466,-0.113098099350066,0.611442166332389,-0.184969414243152,0.853253025485391,0.947613107698688,ENST00000332624.8,ENSG00000115993.13,TRAK2,TRAK2-201,33,16,22,14,11,17
10452,10.83192139109,0.119718575002277,0.647546655173563,0.184880230707374,0.853322977289915,0.947613107698688,ENST00000295488.8,ENSG00000163312.11,HELQ,HELQ-201,14,5,10,19,11,11
10453,33.6297142018456,-0.0939300175217168,0.509127941205516,-0.184491971309429,0.853627525022153,0.947613107698688,ENST00000323180.10,ENSG00000135365.17,PHF21A,PHF21A-201,64,20,39,38,17,36
10454,49.8311437576131,-0.0984955264794016,0.533398440660451,-0.18465656996943,0.853498412412987,0.947613107698688,ENST00000329875.13,ENSG00000183010.17,PYCR1,PYCR1-201,31,12,73,78,66,68
10455,111.736810766476,-0.0663258319221666,0.360082210456942,-0.184196358487134,0.85385941611257,0.947779868387028,ENST00000325285.8,ENSG00000159069.14,FBXW5,FBXW5-201,145,59,93,150,139,116
10456,11.737399748473,0.119855094012536,0.653424927348235,0.183425959121178,0.854463808956208,0.947906749157518,ENST00000680679.1,ENSG00000136699.20,SMPD4,SMPD4-224,17,7,11,22,10,8
10457,10.543155441269,0.137598026680488,0.749597197675406,0.183562621508187,0.854356588492278,0.947906749157518,ENST00000392391.9,ENSG00000163964.18,PIGX,PIGX-202,17,9,12,6,5,14
10458,26.5469515249435,-0.110582376432805,0.60261005882782,-0.183505692964879,0.854401252282402,0.947906749157518,ENST00000651292.1,ENSG00000169255.15,B3GALNT1,B3GALNT1-226,39,23,42,16,13,26
10459,94.3018937795121,0.0838338834213043,0.456206059155375,0.183763195904314,0.854199229802993,0.947906749157518,ENST00000296564.9,ENSG00000164151.12,ICE1,ICE1-201,157,80,99,85,57,90
10460,224.109683146307,-0.0657750313229484,0.358308599842388,-0.183570897689538,0.854350095380152,0.947906749157518,ENST00000358746.7,ENSG00000198677.12,TTC37,TTC37-201,352,140,288,243,146,239
10461,32.9291175474315,0.0810277333588603,0.441375282025926,0.183580133864634,0.854342849112629,0.947906749157518,ENST00000369037.9,ENSG00000164494.12,PDSS2,PDSS2-202,50,17,34,46,25,39
10462,54.373145485291,-0.0758901712411884,0.414664548576582,-0.18301581724721,0.854785607859838,0.947991874924829,ENST00000226299.9,ENSG00000002549.13,LAP3,LAP3-201,75,29,75,52,40,73
10463,17.9599046979599,-0.120831991881404,0.659618017147969,-0.183184795957897,0.854653023579691,0.947991874924829,ENST00000685804.1,ENSG00000135457.11,TFCP2,TFCP2-206,29,18,13,12,19,12
10464,7.12535530990388,-0.165590877159583,0.90439361987678,-0.183096025359117,0.854722674362712,0.947991874924829,ENST00000439238.3,ENSG00000108961.14,RANGRF,RANGRF-203,7,0,11,16,8,8
10465,16.7402393663822,0.12654870542059,0.693392859419646,0.182506502196328,0.85518525204003,0.948031195742154,ENST00000393667.8,ENSG00000173230.17,GOLGB1,GOLGB1-202,22,20,20,12,11,9
10466,51.7847745449688,0.105075447069272,0.575383432773983,0.182618130943903,0.855097657141641,0.948031195742154,ENST00000450852.8,ENSG00000164172.20,MOCS2,MOCS2-203,60,57,78,45,31,27
10467,40.1351745788512,-0.0963238678697023,0.527367994111229,-0.182650196722758,0.855072495506722,0.948031195742154,ENST00000259873.5,ENSG00000204568.12,MRPS18B,MRPS18B-206,39,10,37,76,60,43
10468,58.3986422851018,0.0931131401604803,0.509261436659893,0.182839566198423,0.854923902539466,0.948031195742154,ENST00000445755.7,ENSG00000007080.11,CCDC124,CCDC124-201,47,17,48,102,88,78
10469,8.32658332624859,0.132230784556874,0.724750455917295,0.182450088133458,0.85522952074318,0.948031195742154,ENST00000453630.5,ENSG00000100416.15,TRMU,TRMU-204,8,4,12,15,7,8
10470,13.7652023983672,0.148282892862307,0.813698114546129,0.182233300300834,0.855399640653656,0.948129210103694,ENST00000687212.1,ENSG00000099308.11,MAST3,MAST3-206,30,12,10,5,5,20
10471,27.0166584819238,-0.115504859370159,0.634591582832467,-0.182014483795403,0.855571359339986,0.948228977665986,ENST00000444362.3,ENSG00000224870.8,MRPL20-AS1,MRPL20-AS1-202,19,6,21,47,50,33
10472,24.9563402014834,0.0879584562087644,0.483867844047707,0.181781983016198,0.855753824406431,0.948340635240321,ENST00000383745.6,ENSG00000186448.15,ZNF197,ZNF197-204,24,12,37,40,21,27
10473,27.6177950725726,0.107375832213665,0.591103851317672,0.18165307496188,0.855854993914676,0.948362188902875,ENST00000369838.6,ENSG00000198478.8,SH3BGRL2,SH3BGRL2-201,48,26,31,26,12,22
10474,17.3830846125368,-0.0996058334432021,0.548890623008744,-0.181467544293639,0.856000606092152,0.948432980112605,ENST00000366541.8,ENSG00000054282.16,SDCCAG8,SDCCAG8-201,21,8,24,30,16,14
10475,43.6788055585667,0.0720944977218248,0.398209583330385,0.181046616504982,0.856330985882057,0.94854617440865,ENST00000485081.5,ENSG00000135829.17,DHX9,DHX9-207,48,25,55,69,40,40
10476,22.5161676356723,0.0944290050590432,0.523744066764336,0.180296085533571,0.856920128608383,0.94854617440865,ENST00000306026.6,ENSG00000172046.20,USP19,USP19-201,36,13,27,31,12,25
10477,65.6590162223123,-0.0697110230766035,0.385891762477779,-0.180649160865718,0.856642965853015,0.94854617440865,ENST00000373066.9,ENSG00000148339.13,SLC25A25,SLC25A25-202,103,43,70,72,54,66
10478,9.90965884268386,0.125755591305797,0.696994812330685,0.180425433706288,0.85681858874879,0.94854617440865,ENST00000432999.6,ENSG00000236287.8,ZBED5,ZBED5-202,6,6,13,12,12,12
10479,12.5277137466535,-0.115277965008054,0.638885331141057,-0.180436080449939,0.856810231033465,0.94854617440865,ENST00000679960.1,ENSG00000149231.16,CCDC82,CCDC82-228,11,9,20,11,12,13
10480,20.1015734654111,0.1164543178158,0.644019812205984,0.180824123122711,0.856505627713631,0.94854617440865,ENST00000492741.5,ENSG00000121390.19,PSPC1,PSPC1-204,15,4,17,38,31,28
10481,22.8515693878974,0.104470324740844,0.578813587544538,0.18049044975608,0.856767551268416,0.94854617440865,ENST00000554455.5,ENSG00000092199.19,HNRNPC,HNRNPC-210,22,7,16,37,34,32
10482,35.6910072903888,-0.0940650273784033,0.519910902748424,-0.180925283315168,0.856426223126254,0.94854617440865,ENST00000221455.8,ENSG00000104859.15,CLASRP,CLASRP-201,25,12,40,57,55,41
10483,17.8022444831674,0.119484463957972,0.662646039510363,0.180314159949195,0.856905939834,0.94854617440865,ENST00000374012.8,ENSG00000025293.17,PHF20,PHF20-203,31,18,14,11,12,17
10484,13.8633980152752,0.111288846830805,0.614679528093692,0.181051819272305,0.856326902155681,0.94854617440865,ENST00000382112.8,ENSG00000100150.20,DEPDC5,DEPDC5-202,18,11,19,17,8,12
10485,8.81098363542112,0.129610276732662,0.721152128732899,0.179726678419981,0.85736714812427,0.948950477251517,ENST00000434526.8,ENSG00000129103.19,SUMF2,SUMF2-208,6,4,12,12,10,12
